gid,lon,lat,overlap_class,E_high,P_high,adjusted_ch4,index_ch4,density_land_area,coast_distance_km,land_fraction
36.95_119.15,119.15,36.95,Neither,False,False,-0.9412189919041296,0.5945867879367986,0.0,24.097178261366725,1.0
36.95_119.25,119.25,36.95,Neither,False,False,-1.4768264203275328,1.2759754265344565,0.0,21.102556221361777,1.0
36.95_119.35,119.35,36.95,EDGAR only,True,False,0.8880352469750966,1.524265141014678,0.0,20.616302134090827,1.0
36.95_119.45,119.45,36.95,EDGAR only,True,False,1.1447578883166172,1.3863073730657696,0.0,19.00165511861129,1.0
36.95_119.55,119.55,36.95,Neither,False,False,1.3070542056190988,0.5063768359881836,0.0,20.9078540495362,1.0
36.95_119.65,119.65,36.95,Neither,False,False,-0.409594753990203,0.968439807665564,0.0,20.905061064757582,1.0
36.95_119.75,119.75,36.95,Neither,False,False,0.6534968093541262,-0.6145316146068838,0.0,21.527250345437587,1.0
36.95_119.85,119.85,36.95,Neither,False,False,1.096918859508926,-0.7006445727117724,0.0,23.533610621638875,1.0
36.95_119.95,119.95,36.95,Neither,False,False,-2.267398957214476,-0.7006445727117724,0.0,27.475018403673086,1.0
37.05_117.85,117.85,37.05,Neither,False,False,0.202445473356072,-0.7006445727117724,0.0709355899477353,101.68440006659937,1.0
37.05_117.95,117.95,37.05,Neither,False,False,-0.4320183526248656,-0.1143503482037531,0.0810692456545546,93.22537026840467,1.0
37.05_118.05,118.05,37.05,Neither,False,False,-0.9845891866959604,-0.7006445727117724,0.0,84.83860899556475,1.0
37.05_118.15,118.15,37.05,Neither,False,False,2.796425100778196,-0.7006445727117724,0.0,76.547873652816,1.0
37.05_118.25,118.25,37.05,Neither,False,False,5.253262291576232,-0.7006445727117724,0.0,68.38809702775173,1.0
37.05_118.35,118.35,37.05,Neither,False,False,3.027104294064091,-0.7006445727117724,0.0,60.41236743607337,1.0
37.05_118.45,118.45,37.05,Neither,False,False,0.4791839821700696,-0.7006445727117724,0.0,52.70430659091664,1.0
37.05_118.55,118.55,37.05,Neither,False,False,3.009238235603761,0.4499108094816558,0.0,45.22769739668027,1.0
37.05_118.65,118.65,37.05,Neither,False,False,1.8242976015999663,-0.0597212787664966,0.0,38.30040275909642,1.0
