gid,lon,lat,total_area_km2,land_area_km2,land_fraction,n_pumpjacks_raw,n_pumpjacks_unique,density_total_area,density_land_area
38.05_118.65,118.65,38.05,97.3658961795774,97.3658961795774,1.0,278,277,2.8449386373347125,2.8449386373347125
38.05_118.75,118.75,38.05,97.3658961795774,97.3658961795774,1.0,19,19,0.1951401953406481,0.1951401953406481
38.05_118.85,118.85,38.05,97.3658961795774,97.3658961795774,1.0,120,120,1.2324643916251463,1.2324643916251463
38.05_118.95,118.95,38.05,97.3658961795774,46.94832963496447,0.4821845376781108,286,283,2.9065618569159697,6.02790348880139
38.05_119.05,119.05,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.15,119.15,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.25,119.25,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.35,119.35,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.45,119.45,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.55,119.55,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.65,119.65,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.75,119.75,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.85,119.85,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.05_119.95,119.95,38.05,97.3658961795774,0.0,0.0,0,0,0.0,
38.15_117.85,117.85,38.15,97.23274076915962,97.23274076915962,1.0,0,0,0.0,0.0
38.15_117.95,117.95,38.15,97.23274076915962,96.7626952752471,0.9951657693674556,0,0,0.0,0.0
38.15_118.05,118.05,38.15,97.23274076915962,65.06552126258612,0.669172963220879,0,0,0.0,0.0
38.15_118.15,118.15,38.15,97.23274076915962,44.38830261304975,0.4565160074879723,24,24,0.2468304380823578,0.5406829859933465
38.15_118.25,118.25,38.15,97.23274076915962,37.64256589487195,0.3871387929323027,14,14,0.1439844222147087,0.3719193861305618
38.15_118.35,118.35,38.15,97.23274076915962,21.797972194850445,0.2241834594234162,1,1,0.0102846015867649,0.0458758269375277
38.15_118.45,118.45,38.15,97.23274076915962,6.622623968869448,0.068111048978782,0,0,0.0,0.0
38.15_118.55,118.55,38.15,97.23274076915962,0.486141737550497,0.0049997740854044,0,0,0.0,0.0
38.15_118.65,118.65,38.15,97.23274076915962,37.27839930728078,0.3833934846677158,16,16,0.1645536253882385,0.4292029780601408
38.15_118.75,118.75,38.15,97.23274076915962,51.57299314066768,0.5304076870887265,100,100,1.0284601586764908,1.938999346561978
38.15_118.85,118.85,38.15,97.23274076915962,42.16983880102634,0.4336999910466559,112,112,1.1518753777176698,2.6559266808787068
38.15_118.95,118.95,38.15,97.23274076915962,4.870418939739466,0.0500903183558543,50,50,0.5142300793382454,10.26605731840281
38.15_119.05,119.05,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.15,119.15,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.25,119.25,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.35,119.35,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.45,119.45,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.55,119.55,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.65,119.65,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.75,119.75,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.85,119.85,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.15_119.95,119.95,38.15,97.23274076915962,0.0,0.0,0,0,0.0,
38.25_117.85,117.85,38.25,97.09928917093592,66.14415993541479,0.6812012786105265,0,0,0.0,0.0
38.25_117.95,117.95,38.25,97.09928917093592,21.46348334476352,0.2210467607747229,0,0,0.0,0.0
38.25_118.05,118.05,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.15,118.15,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.25,118.25,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.35,118.35,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.45,118.45,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.55,118.55,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.65,118.65,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.75,118.75,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.85,118.85,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_118.95,118.95,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.05,119.05,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.15,119.15,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.25,119.25,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.35,119.35,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.45,119.45,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.55,119.55,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.65,119.65,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.75,119.75,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.85,119.85,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.25_119.95,119.95,38.25,97.09928917093592,0.0,0.0,0,0,0.0,
38.35_117.85,117.85,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_117.95,117.95,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.05,118.05,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.15,118.15,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.25,118.25,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.35,118.35,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.45,118.45,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.55,118.55,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.65,118.65,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.75,118.75,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.85,118.85,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_118.95,118.95,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.05,119.05,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.15,119.15,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.25,119.25,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.35,119.35,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.45,119.45,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.55,119.55,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.65,119.65,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.75,119.75,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.85,119.85,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.35_119.95,119.95,38.35,96.9655417914531,0.0,0.0,0,0,0.0,
38.45_117.85,117.85,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_117.95,117.95,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.05,118.05,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.15,118.15,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.25,118.25,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.35,118.35,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.45,118.45,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.55,118.55,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.65,118.65,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.75,118.75,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.85,118.85,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_118.95,118.95,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.05,119.05,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.15,119.15,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.25,119.25,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.35,119.35,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.45,119.45,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.55,119.55,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.65,119.65,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.75,119.75,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.85,119.85,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
38.45_119.95,119.95,38.45,96.83149903811528,0.0,0.0,0,0,0.0,
