mean_delta_xch4,CI_low,CI_high,n_days,n_high_grids,mean_match_distance_km,definition
-0.1811049943303799,-1.3411740459310602,0.626454396723709,710,38,16.677645979602797,PRO_OIL P90
0.7188223350591509,-0.2591978648691139,1.103634049503141,704,38,13.8626342512196,PRO_GAS P90
2.0972717267061904,1.1108018460578828,2.8674900817969493,613,38,16.33698636267827,COMBINED P90
1.297628200709671,0.3994777146659345,2.605755893137212,735,38,18.812605399162152,Pumpjack P90
