gid,lon,lat,priority_class,evidence_type,evidence_count,E_high,P_high,A_high,land_area_km2,density_land_area,adjusted_ch4,index_ch4,coast_distance_km
37.65_119.85,119.85,37.65,Reference,,0,False,False,False,0.0,,-1.414234186005371,-0.0343777832918227,28.5471199350346
37.65_119.95,119.95,37.65,Priority 4,A,1,False,False,True,0.0,,0.767601521620206,-0.5626638161713727,23.720692472928768
37.75_117.85,117.85,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.0,0.0937931944395954,0.6578916773702066,47.69235274542284
37.75_117.95,117.95,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.0,-0.0618406059447131,1.289035255615282,44.87601661585351
37.75_118.05,118.05,37.75,Reference,E,1,True,False,False,97.76358123248004,0.0,-1.2296970267499672,1.5098374297872732,43.383079605738
37.75_118.15,118.15,37.75,Priority 2,EA,2,True,False,True,97.76358123248004,0.0102287578604758,2.086449150218832,1.3818050243897588,43.65425288209057
37.75_118.25,118.25,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.0,2.544726552020011,0.5179830731742209,42.41876685903784
37.75_118.35,118.35,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.0,3.934865262197033,0.4097977363768273,39.30864209716687
37.75_118.45,118.45,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.8183006288380683,4.621544961098644,0.5083968896188571,36.37342333119733
37.75_118.55,118.55,37.75,Priority 4,A,1,False,False,True,97.76358123248004,0.1125163364652344,1.4974844194154304,0.1558650102994894,35.44361685807574
37.75_118.65,118.65,37.75,Priority 4,A,1,False,False,True,97.76358123248004,1.2376797011175784,1.082711970369726,0.2513458482672582,32.69033566659795
37.75_118.75,118.75,37.75,Reference,,0,False,False,False,97.76358123248004,0.1636601257676136,-0.4838783105176477,-0.7006445727117724,24.992331050475336
37.75_118.85,118.85,37.75,Reference,,0,False,False,False,97.76358123248004,1.1967646696756749,-1.2452504856703617,-0.7006445727117724,16.465529603283215
37.75_118.95,118.95,37.75,Reference,,0,False,False,False,97.76358123248004,0.3375490093957032,-1.786191785659274,-0.7006445727117724,8.284050233579684
37.75_119.05,119.05,37.75,Priority 4,A,1,False,False,True,74.93669902533293,0.4403716794203077,0.6154707589091134,-0.6998925484045183,2.008318396385908
37.75_119.15,119.15,37.75,Reference,,0,False,False,False,77.49599081277847,0.9677920007654524,-3.903026170973445,-0.700136051093915,2.976543004754721
37.75_119.25,119.25,37.75,Priority 4,A,1,False,False,True,44.049795497208834,0.0,0.11252244436363,-0.6983580183049841,2.252831208532203
37.75_119.35,119.35,37.75,Reference,,0,False,False,False,0.0,,-1.3023073780433947,-0.6187583773780803,8.82848515234516
37.75_119.45,119.45,37.75,Priority 4,A,1,False,False,True,0.0,,0.4448173279661535,-0.6486066020459764,17.207034325962656
37.75_119.55,119.55,37.75,Reference,,0,False,False,False,0.0,,-0.4603797548633985,-0.6368080733032312,25.876425184881803
37.75_119.65,119.65,37.75,Reference,,0,False,False,False,0.0,,-0.9818926090289036,-0.6394516937814971,34.61884169418568
37.75_119.75,119.75,37.75,Reference,,0,False,False,False,0.0,,-1.252938907704109,-0.5160938756280203,41.694317065879865
37.75_119.85,119.85,37.75,Reference,,0,False,False,False,0.0,,-1.2471717281312913,-0.1141536173835581,33.05454529533819
37.75_119.95,119.95,37.75,Priority 4,A,1,False,False,True,0.0,,3.086576322783752,0.0220195336762822,24.53889409931216
37.85_117.85,117.85,37.85,Priority 2,EA,2,True,False,True,97.63131681550352,0.5838290607891155,1.2977842083182716,1.4080500697975216,37.73931926938421
37.85_117.95,117.95,37.85,Priority 2,EA,2,True,False,True,97.63131681550352,0.1331539963203246,0.3198542493620293,1.3897198859441862,34.169691617372955
37.85_118.05,118.05,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.0,3.811077216405887,-0.7006445727117724,32.288549142097914
37.85_118.15,118.15,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.0,2.2561272815835265,-0.7006445727117724,32.56101251167906
37.85_118.25,118.25,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.4199472191641006,6.98407561219731,-0.7006445727117724,31.41236823142447
37.85_118.35,118.35,37.85,Priority 4,A,1,False,False,True,97.63131681550352,1.2086285819844846,4.956281053205194,-0.7006445727117724,29.644364991783053
37.85_118.45,118.45,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.2253375322343954,2.6122381484784936,-0.7006445727117724,25.650554213586958
37.85_118.55,118.55,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.0204852302031268,1.4246077390052374,-0.0772893655296081,24.314090207444416
37.85_118.65,118.65,37.85,Priority 2,EA,2,True,False,True,97.63131681550352,1.6285758011485854,3.6858348267203977,1.78557146874105,26.010843825775115
37.85_118.75,118.75,37.85,Priority 1b,PA,2,False,True,True,97.63131681550352,13.305157016930895,2.038000867617423,0.1900769246042109,25.11876964174437
37.85_118.85,118.85,37.85,Priority 1b,PA,2,False,True,True,97.63131681550352,10.4474674035947,0.4924394387354825,-0.7006445727117724,18.041939237015573
37.85_118.95,118.95,37.85,Priority 4,A,1,False,False,True,97.63131681550352,0.932077974242272,2.207004413076328,-0.6990633095651341,13.245301974419291
37.85_119.05,119.05,37.85,Priority 1b,PA,2,False,True,True,97.63131681550352,16.1321187849624,7.882773096477836,-0.7006445727117724,5.911406005673065
37.85_119.15,119.15,37.85,Reference,,0,False,False,False,33.31544700264931,0.0,-17.235993655160414,-0.413636592629705,2.936316673378615
37.85_119.25,119.25,37.85,Priority 4,A,1,False,False,True,0.3271657489240169,0.0,6.515633333430817,-0.6211519044833228,6.4835221065760615
37.85_119.35,119.35,37.85,Reference,,0,False,False,False,0.0,,-2.025314804172947,-0.659357022603034,13.00544072897937
37.85_119.45,119.45,37.85,Reference,,0,False,False,False,0.0,,-0.2446521100890504,-0.6513859750922378,20.320909204550745
37.85_119.55,119.55,37.85,Reference,,0,False,False,False,0.0,,-0.9598591849920046,-0.6466235335618574,28.49745046646181
37.85_119.65,119.65,37.85,Reference,E,1,True,False,False,0.0,,-0.3389163760298279,3.76084317834036,36.96806033756268
37.85_119.75,119.75,37.85,Reference,,0,False,False,False,0.0,,-1.1569648192439157,-0.5325604486902149,45.00827697004305
37.85_119.85,119.85,37.85,Priority 4,A,1,False,False,True,0.0,,0.1033962495249077,-0.4086659715296264,37.1474344323205
37.85_119.95,119.95,37.85,Priority 4,A,1,False,False,True,0.0,,1.7769527928934268,0.2309075296665222,29.82425596455415
37.95_117.85,117.85,37.95,Priority 2,EA,2,True,False,True,97.49875499660202,0.6051359322696607,3.148519649220392,1.693942607955344,28.6669631359712
37.95_117.95,117.95,37.95,Reference,,0,False,False,False,97.49875499660202,0.6974448032938462,-0.5919331034018916,-0.7006445727117724,23.771966299592982
37.95_118.05,118.05,37.95,Reference,,0,False,False,False,97.49875499660202,0.0,-0.2879014300691303,-0.7006445727117724,21.23327726295418
37.95_118.15,118.15,37.95,Reference,,0,False,False,False,97.49875499660202,0.0,-3.924960711105677,-0.7006445727117724,21.4299608300856
37.95_118.25,118.25,37.95,Priority 4,A,1,False,False,True,97.49875499660202,0.8718060041173078,12.933163938318556,-0.7006445727117724,20.54178234651877
37.95_118.35,118.35,37.95,Priority 4,A,1,False,False,True,97.49875499660202,1.4666853951620589,10.537177384721137,-0.7006445727117724,19.132031361326256
37.95_118.45,118.45,37.95,Priority 4,A,1,False,False,True,97.49875499660202,1.4769419363869685,3.5563991122622576,-0.7006445727117724,15.515114762636951
37.95_118.55,118.55,37.95,Reference,,0,False,False,False,97.49875499660202,0.8102667567678508,-1.151233976550854,-0.5666320753618476,13.188739031817114
37.95_118.65,118.65,37.95,Priority 1b,PA,2,False,True,True,97.49875499660202,2.369261022954096,3.970281433719933,-0.7006445727117724,15.97366828068432
37.95_118.75,118.75,37.95,Reference,,0,False,False,False,97.49875499660202,0.225643906948009,-2.0076071784521354,-0.1498430072115919,19.527438230206418
37.95_118.85,118.85,37.95,Priority 4,A,1,False,False,True,97.49875499660202,1.1589891584147738,8.50944955936953,0.1398370188709058,12.044567700291092
37.95_118.95,118.95,37.95,Reference,,0,False,False,False,91.86812460795043,1.1647130107055652,-0.6713262204410608,-0.7006445727117724,4.35861781394873
37.95_119.05,119.05,37.95,Priority 3,P,1,False,True,False,39.45354764536023,17.41288276976511,-1.9363982083565323,-0.6993010295845751,0.2653842860082733
37.95_119.15,119.15,37.95,Reference,,0,False,False,False,0.0,,-27.32700923841153,-0.6504981016843008,6.547037529203662
37.95_119.25,119.25,37.95,Priority 4,A,1,False,False,True,0.0,,0.5872743739668976,-0.6622710226902911,14.48772323642047
37.95_119.35,119.35,37.95,Reference,,0,False,False,False,0.0,,-1.5375617131721016,-0.6043578603683579,20.678253136257684
37.95_119.45,119.45,37.95,Priority 2,EA,2,True,False,True,0.0,,0.1013012166573127,3.613092717580488,26.975989952919164
37.95_119.55,119.55,37.95,Reference,,0,False,False,False,0.0,,-0.2426461585419538,-0.5097755268842362,33.69841804430845
37.95_119.65,119.65,37.95,Reference,E,1,True,False,False,0.0,,-1.9023736226919383,4.104750349059194,41.11102261829792
37.95_119.75,119.75,37.95,Reference,,0,False,False,False,0.0,,-0.2987867522219974,-0.5501269542143731,48.98996277401714
37.95_119.85,119.85,37.95,Priority 4,A,1,False,False,True,0.0,,0.490849629020317,-0.3815858769262935,43.76189727520476
37.95_119.95,119.95,37.95,Reference,,0,False,False,False,0.0,,-0.2990597350624406,-0.4493475652016214,37.744642163640485
38.05_117.85,117.85,38.05,Reference,,0,False,False,False,97.3658961795774,0.0,-0.6137349588384963,-0.7006445727117724,19.65532306769081
38.05_117.95,117.95,38.05,Priority 4,A,1,False,False,True,97.3658961795774,0.1540580489531433,1.0648919250237048,-0.7006445727117724,14.508197209565465
38.05_118.05,118.05,38.05,Reference,,0,False,False,False,97.3658961795774,0.0,-1.3162177474775971,-0.6047823691986923,10.343914585365788
38.05_118.15,118.15,38.05,Priority 3,P,1,False,True,False,97.3658961795774,2.167083221940882,-11.732552331002742,-0.7006445727117724,10.300958915184914
38.05_118.25,118.25,38.05,Priority 4,A,1,False,False,True,97.3658961795774,1.2119233184313938,1.5580988499781756,-0.7005338574924117,10.248688405690467
38.05_118.35,118.35,38.05,Priority 4,A,1,False,False,True,97.3658961795774,0.1027053659687621,2.345091685350589,-0.7001979480264026,9.29283707982346
38.05_118.45,118.45,38.05,Reference,,0,False,False,False,96.67850026860832,0.0,-1.9907147649616537,-0.7005376722000475,6.106524690416842
38.05_118.55,118.55,38.05,Priority 4,A,1,False,False,True,80.06906284019351,0.0249784364779155,4.242668307840977,-0.6992459159748483,2.13390250082677
38.05_118.65,118.65,38.05,Priority 1b,PA,2,False,True,True,97.3658961795774,2.8449386373347125,13.515316435070632,-0.6990445345010553,7.305368544298608
38.05_118.75,118.75,38.05,Priority 4,A,1,False,False,True,97.3658961795774,0.1951401953406481,8.231242820778736,-0.6986882358208812,11.738816401543025
38.05_118.85,118.85,38.05,Priority 4,A,1,False,False,True,97.3658961795774,1.2324643916251463,10.020121971159742,-0.035609977558599,6.650528254082856
38.05_118.95,118.95,38.05,Priority 1b,PA,2,False,True,True,46.94832963496447,6.02790348880139,5.248896790434599,1.0620514433401904,0.7096173415125
38.05_119.05,119.05,38.05,Reference,,0,False,False,False,0.0,,-29.326494712544164,0.4125070979398207,8.471237930114855
38.05_119.15,119.15,38.05,Reference,,0,False,False,False,0.0,,-0.673013779571761,0.1264029212674752,14.462547024253492
38.05_119.25,119.25,38.05,Priority 4,A,1,False,False,True,0.0,,0.9011091161278626,-0.012708780318274,20.641698587584205
38.05_119.35,119.35,38.05,Priority 4,A,1,False,False,True,0.0,,1.3905593572298969,0.0606867559403602,27.358318928458345
38.05_119.45,119.45,38.05,Priority 4,A,1,False,False,True,0.0,,0.4489067011902496,0.0519337573013773,34.876275094569145
38.05_119.55,119.55,38.05,Reference,,0,False,False,False,0.0,,-1.226666675881388,0.0965392227176767,40.88809014235269
38.05_119.65,119.65,38.05,Reference,,0,False,False,False,0.0,,-1.707428407517945,0.0631672177803649,47.5545762710877
38.05_119.75,119.75,38.05,Reference,E,1,True,False,False,0.0,,-1.6070481813790864,3.833646160873916,54.50998070262068
38.05_119.85,119.85,38.05,Priority 4,A,1,False,False,True,0.0,,0.6806826464664607,0.0692328267730932,51.94341410946672
38.05_119.95,119.95,38.05,Priority 4,A,1,False,False,True,0.0,,0.9104974772298308,0.0801240537588513,46.96543645557451
38.15_117.85,117.85,38.15,Reference,,0,False,False,False,97.23274076915962,0.0,-7.054672763064673,-0.7006445727117724,11.581580738609649
38.15_117.95,117.95,38.15,Reference,,0,False,False,False,96.7626952752471,0.0,-6.9247001535367065,-0.7006445727117724,5.550353024937492
38.15_118.05,118.05,38.15,Priority 4,A,1,False,False,True,65.06552126258612,0.0,-0.0218988847416291,-0.6121411910590461,0.4593163974232609
38.15_118.15,118.15,38.15,Reference,,0,False,False,False,44.38830261304975,0.5406829859933465,-9.465687365894306,-0.6993593564984188,0.9050613049040004
38.15_118.25,118.25,38.15,Reference,,0,False,False,False,37.64256589487195,0.3719193861305618,-14.124516539304071,-0.7005338574924117,3.063322165531508
38.15_118.35,118.35,38.15,Reference,,0,False,False,False,21.797972194850445,0.0458758269375277,-6.031494843299759,-0.7001979480264026,4.155774423294432
38.15_118.45,118.45,38.15,Reference,,0,False,False,False,6.622623968869448,0.0,-16.06517417332235,-0.7005376722000475,4.7000865824998925
38.15_118.55,118.55,38.15,Reference,,0,False,False,False,0.486141737550497,0.0,-17.272590077265754,-0.6990059639487013,6.160859363689438
38.15_118.65,118.65,38.15,Priority 4,A,1,False,False,True,37.27839930728078,0.4292029780601408,5.4072926509005,-0.6976092279442376,0.6434439272758831
38.15_118.75,118.75,38.15,Priority 1b,PA,2,False,True,True,51.57299314066768,1.938999346561978,0.8603986808369842,-0.7004911699363281,1.0765581925308303
38.15_118.85,118.85,38.15,Priority 1b,PA,2,False,True,True,42.16983880102634,2.6559266808787068,8.334827825405668,-0.6732685095590903,0.9185367162422716
38.15_118.95,118.95,38.15,Priority 3,P,1,False,True,False,4.870418939739466,10.26605731840281,-9.493436356748637,0.6671928568104528,5.444549022318714
38.15_119.05,119.05,38.15,Reference,,0,False,False,False,0.0,,-15.064612696158852,1.3470611639369283,10.58739946291031
38.15_119.15,119.15,38.15,Reference,E,1,True,False,False,0.0,,-3.448262632209859,1.5590506463936402,18.576520597730944
38.15_119.25,119.25,38.15,Priority 4,A,1,False,False,True,0.0,,0.0520298762953793,-0.0333789817925241,27.082257614401875
38.15_119.35,119.35,38.15,Priority 4,A,1,False,False,True,0.0,,1.1352272446375908,-0.3914916178358568,34.819073737177106
38.15_119.45,119.45,38.15,Reference,E,1,True,False,False,0.0,,-1.6632579802855123,4.012060270742298,41.11291065409502
38.15_119.55,119.55,38.15,Reference,E,1,True,False,False,0.0,,-1.768304923368163,4.178096505363657,48.201703871861895
38.15_119.65,119.65,38.15,Reference,,0,False,False,False,0.0,,-1.3999727107201745,-0.5445613396360878,54.94704828180216
38.15_119.75,119.75,38.15,Reference,,0,False,False,False,0.0,,-0.4054004867341576,-0.5448582678417588,61.52555896201451
38.15_119.85,119.85,38.15,Priority 4,A,1,False,False,True,0.0,,0.2515857775941067,-0.4676566429816691,61.059895133348405
38.15_119.95,119.95,38.15,Reference,,0,False,False,False,0.0,,-0.4514495838895029,-0.3593491794601169,56.84332783231373
38.25_117.85,117.85,38.25,Reference,,0,False,False,False,66.14415993541479,0.0,-1.3768048910017774,-0.4105270208689466,2.5869667097502176
38.25_117.95,117.95,38.25,Reference,,0,False,False,False,21.46348334476352,0.0,-11.693640746386489,-0.7005597878077735,1.9310888428269823
38.25_118.05,118.05,38.25,Reference,,0,False,False,False,0.0,,-7.239175868302063,-0.691732734116739,7.002077489788415
38.25_118.15,118.15,38.25,Reference,,0,False,False,False,0.0,,-24.64120223948912,-0.6392949939319356,11.210116173495368
38.25_118.25,118.25,38.25,Priority 4,A,1,False,False,True,0.0,,2.077414027147006,-0.6514740361170583,12.074124178037408
38.25_118.35,118.35,38.25,Reference,,0,False,False,False,0.0,,-0.9602062942037632,-0.6953987105041008,14.000962435578554
38.25_118.45,118.45,38.25,Priority 4,A,1,False,False,True,0.0,,3.685577669947357,-0.6858444500322975,15.579579025646469
38.25_118.55,118.55,38.25,Reference,,0,False,False,False,0.0,,-4.645492792540027,-0.6125457273792823,14.841080681604362
38.25_118.65,118.65,38.25,Reference,,0,False,False,False,0.0,,-1.486835582278789,-0.6578037534985047,11.619211676310565
38.25_118.75,118.75,38.25,Reference,E,1,True,False,False,0.0,,-3.1589347670332777,3.658321103492763,10.600046819456823
38.25_118.85,118.85,38.25,Reference,,0,False,False,False,0.0,,-0.1302384476127171,-0.6324285901133683,10.880521951110886
38.25_118.95,118.95,38.25,Priority 4,A,1,False,False,True,0.0,,3.910527585196229,-0.6357115110516333,14.5414303513319
38.25_119.05,119.05,38.25,Priority 4,A,1,False,False,True,0.0,,0.9672016591129734,-0.326462499166299,19.149990593152367
38.25_119.15,119.15,38.25,Reference,E,1,True,False,False,0.0,,-1.4279078370523386,3.995688242438622,24.48910430882503
38.25_119.25,119.25,38.25,Priority 2,EA,2,True,False,True,0.0,,1.0159548380689196,4.2644697324029694,31.43370467863149
38.25_119.35,119.35,38.25,Priority 4,A,1,False,False,True,0.0,,0.5433219142906626,-0.2130775147952593,39.13830373997544
38.25_119.45,119.45,38.25,Reference,,0,False,False,False,0.0,,-0.3804913014279615,-0.265008617269748,47.23243926906572
38.25_119.55,119.55,38.25,Reference,E,1,True,False,False,0.0,,-2.280987226341184,4.05375524710975,55.093334879604605
38.25_119.65,119.65,38.25,Reference,,0,False,False,False,0.0,,-2.025879342498811,-0.2971150793473587,61.83668693987213
38.25_119.75,119.75,38.25,Priority 4,A,1,False,False,True,0.0,,0.905063247948469,-0.2369428183049418,69.04812542775764
38.25_119.85,119.85,38.25,Reference,,0,False,False,False,0.0,,-0.4157609353283574,-0.1098202701320056,70.72174587271503
38.25_119.95,119.95,38.25,Reference,,0,False,False,False,0.0,,-0.7413953653422899,-0.1135689207404683,65.23140300949362
38.35_117.85,117.85,38.35,Reference,,0,False,False,False,0.0,,-0.3109605428985939,0.3552535992885,7.439788623739629
38.35_117.95,117.95,38.35,Reference,,0,False,False,False,0.0,,-6.417587905774212,-0.1920838646297168,12.36597417385488
38.35_118.05,118.05,38.35,Reference,,0,False,False,False,0.0,,-3.2229388309146025,-0.4796157391047953,16.06302526706108
38.35_118.15,118.15,38.35,Priority 4,A,1,False,False,True,0.0,,0.2702198227178201,0.315474569495854,21.17707912055297
38.35_118.25,118.25,38.35,Reference,,0,False,False,False,0.0,,-4.518054563862789,0.046905543518833,23.02233382269316
38.35_118.35,118.35,38.35,Reference,,0,False,False,False,0.0,,-0.2987632826233153,-0.0524141172502197,24.95248054177537
38.35_118.45,118.45,38.35,Priority 4,A,1,False,False,True,0.0,,3.233712334211239,-0.1554559204433733,26.640890437346027
38.35_118.55,118.55,38.35,Reference,,0,False,False,False,0.0,,-0.4732791173727717,-0.4195329961115823,24.549798037647413
38.35_118.65,118.65,38.35,Reference,,0,False,False,False,0.0,,-1.0742409752530413,-0.5088228107263663,22.74732924697531
38.35_118.75,118.75,38.35,Reference,,0,False,False,False,0.0,,-3.1376106616639112,-0.5546758736573388,21.7118828204159
38.35_118.85,118.85,38.35,Priority 4,A,1,False,False,True,0.0,,1.9839573056754432,-0.5122118228070289,21.994786976875897
38.35_118.95,118.95,38.35,Priority 4,A,1,False,False,True,0.0,,3.789604521809345,0.0438197719832459,24.017453921933114
38.35_119.05,119.05,38.35,Priority 2,EA,2,True,False,True,0.0,,-0.0736647407308826,3.897748951088682,28.56180822118804
38.35_119.15,119.15,38.35,Priority 4,A,1,False,False,True,0.0,,1.4338060126018406,0.7718859750658552,33.19921972244418
38.35_119.25,119.25,38.35,Priority 4,A,1,False,False,True,0.0,,3.7257780546131154,0.0438346079498015,38.60763849491487
38.35_119.35,119.35,38.35,Priority 4,A,1,False,False,True,0.0,,3.172070028514732,0.0256090723935721,45.102979723885085
38.35_119.45,119.45,38.35,Reference,,0,False,False,False,0.0,,-1.3958580458180645,-0.0888652998013559,52.28169162944707
38.35_119.55,119.55,38.35,Reference,,0,False,False,False,0.0,,-2.0638749055325323,-0.0877169778815621,59.89857468374562
38.35_119.65,119.65,38.35,Reference,E,1,True,False,False,0.0,,-1.472333103714002,3.074131927015567,67.80612574462857
38.35_119.75,119.75,38.35,Priority 4,A,1,False,False,True,0.0,,1.7738751416646563,-0.1183510591242317,75.67930869856677
38.35_119.85,119.85,38.35,Reference,,0,False,False,False,0.0,,-0.5142266632209146,-0.2798174476350164,78.40042174535327
38.35_119.95,119.95,38.35,Reference,,0,False,False,False,0.0,,-0.5209028368559921,-0.2632345976470215,71.05292168426558
38.45_117.85,117.85,38.45,Priority 4,A,1,False,False,True,0.0,,0.0367605933256401,-0.6564475302740838,14.23550486979151
38.45_117.95,117.95,38.45,Priority 4,A,1,False,False,True,0.0,,0.2489594074277192,-0.6659942176784001,21.617971348393148
38.45_118.05,118.05,38.45,Reference,,0,False,False,False,0.0,,-1.159071857804338,-0.3723022178646869,25.876100483035515
38.45_118.15,118.15,38.45,Priority 4,A,1,False,False,True,0.0,,1.2608031828348203,-0.3013634312708232,30.25760689786769
38.45_118.25,118.25,38.45,Reference,,0,False,False,False,0.0,,-2.0830032604598494,-0.2977426403855599,34.089794405662474
38.45_118.35,118.35,38.45,Priority 4,A,1,False,False,True,0.0,,-0.0674882924205153,-0.2020257919116475,35.95671626885612
38.45_118.45,118.45,38.45,Priority 2,EA,2,True,False,True,0.0,,0.1782441385538963,3.5040360608082293,37.74378958150521
38.45_118.55,118.55,38.45,Priority 4,A,1,False,False,True,0.0,,0.0717935828667022,-0.3022502417744294,35.11367738617852
38.45_118.65,118.65,38.45,Reference,,0,False,False,False,0.0,,-2.209609984680444,-0.5163669363522713,33.87799793024443
38.45_118.75,118.75,38.45,Reference,,0,False,False,False,0.0,,-0.857338190579387,-0.5200759120417077,32.83738063001111
38.45_118.85,118.85,38.45,Priority 4,A,1,False,False,True,0.0,,2.2500320783354995,-0.5053617073371114,33.120966145142205
38.45_118.95,118.95,38.45,Priority 4,A,1,False,False,True,0.0,,2.9465645639353526,-0.3627147953614078,34.49733086952796
38.45_119.05,119.05,38.45,Reference,E,1,True,False,False,0.0,,-0.1170496324347329,3.274563386708786,37.9275723676057
38.45_119.15,119.15,38.45,Priority 4,A,1,False,False,True,0.0,,3.2537915733217155,-0.1928595821983696,42.60308041911418
38.45_119.25,119.25,38.45,Priority 4,A,1,False,False,True,0.0,,3.853842434003045,-0.1420621008635364,47.33777094968243
38.45_119.35,119.35,38.45,Reference,,0,False,False,False,0.0,,-0.1270968386660918,-0.1790290026669818,52.76924850993952
38.45_119.45,119.45,38.45,Reference,,0,False,False,False,0.0,,-0.51085568797155,-0.2102064808747302,59.02279295295302
38.45_119.55,119.55,38.45,Reference,,0,False,False,False,0.0,,-0.3688030882696643,-0.2506358405576693,65.86466471086615
38.45_119.65,119.65,38.45,Reference,,0,False,False,False,0.0,,-1.018795498295329,-0.2584157952818547,73.12992203487535
38.45_119.75,119.75,38.45,Reference,,0,False,False,False,0.0,,-1.1211061590583784,-0.2842021571165675,80.70430227703561
38.45_119.85,119.85,38.45,Priority 4,A,1,False,False,True,0.0,,0.4866033506133267,-0.3326180651132199,83.92847351125722
38.45_119.95,119.95,38.45,Priority 4,A,1,False,False,True,0.0,,2.053633614533514,-0.294075220585684,75.72798780404825
