gid,lat,lon,n_pumpjacks,grid_area_km2,pumpjack_density_km2,distance_to_nearest_pumpjack_km,distance_to_nearest_high_density_cluster_km,pumpjack_class
37.95_119.85,37.95,119.85,0,98.11564122599933,0.0,63.3323137661077,70.51070156378113,No-well
37.95_119.95,37.95,119.95,0,98.11564122599933,0.0,71.59266968453174,79.32453925925307,No-well
38.05_117.85,38.05,117.85,0,98.11564122599933,0.0,10.36776457386978,26.44151308641769,No-well
38.05_117.95,38.05,117.95,15,98.11564122599933,0.1528808232058437,4.111019319197644,17.627675390943885,Q4
38.05_118.05,38.05,118.05,0,98.11564122599933,0.0,4.898348165393511,8.813837695471943,No-well
38.05_118.15,38.05,118.15,211,98.11564122599933,2.150523579762203,1.2932167305649482,0.0,Q4
38.05_118.25,38.05,118.25,119,98.11564122599933,1.2128545307663607,0.9563433980029644,0.0,Q4
38.05_118.35,38.05,118.35,10,98.11564122599933,0.1019205488038958,4.189960054767247,8.813837695471943,Q4
38.05_118.45,38.05,118.45,0,98.11564122599933,0.0,8.680559589539019,11.132,No-well
38.05_118.55,38.05,118.55,3,98.11564122599933,0.0305761646411687,6.072000276732507,8.813837695473804,Q3
38.05_118.65,38.05,118.65,278,98.11564122599933,2.833391256748305,0.4571524628249231,0.0,Q4
38.05_118.75,38.05,118.75,19,98.11564122599933,0.1936490427274021,0.7028398101386414,8.813837695471943,Q4
38.05_118.85,38.05,118.85,120,98.11564122599933,1.2230465856467505,0.4074829144693887,0.0,Q4
38.05_118.95,38.05,118.95,286,98.11564122599933,2.914927695791422,0.8673163703658293,0.0,Q4
38.05_119.05,38.05,119.05,0,98.11564122599933,0.0,7.133307622662173,8.813837695471943,No-well
38.05_119.15,38.05,119.15,0,98.11564122599933,0.0,15.258760724398684,14.198773148485577,No-well
38.05_119.25,38.05,119.25,0,98.11564122599933,0.0,20.896140316263573,20.848413937001403,No-well
38.05_119.35,38.05,119.35,0,98.11564122599933,0.0,27.858412907287107,28.6892843810925,No-well
38.05_119.45,38.05,119.45,0,98.11564122599933,0.0,35.50188108733354,36.97108576650431,No-well
38.05_119.55,38.05,119.55,0,98.11564122599933,0.0,43.58948751258264,45.45343548130749,No-well
38.05_119.65,38.05,119.65,0,98.11564122599933,0.0,51.91407085101741,54.04198258018472,No-well
38.05_119.75,38.05,119.75,0,98.11564122599933,0.0,60.377690854183925,62.69309718928133,No-well
38.05_119.85,38.05,119.85,0,98.11564122599933,0.0,68.15216176425393,71.38403504297446,No-well
38.05_119.95,38.05,119.95,0,98.11564122599933,0.0,75.91624041701704,80.10183488967517,No-well
38.15_117.85,38.15,117.85,0,98.11564122599933,0.0,17.961448924724515,28.6892843810925,No-well
38.15_117.95,38.15,117.95,0,98.11564122599933,0.0,14.633385317392063,20.848413936999822,No-well
38.15_118.05,38.15,118.05,0,98.11564122599933,0.0,6.550427139046327,14.19877314848442,No-well
38.15_118.15,38.15,118.15,24,98.11564122599933,0.24460931712935,1.4510254099300637,11.132,Q4
38.15_118.25,38.15,118.25,14,98.11564122599933,0.1426887683254542,3.926539554026,11.132,Q4
38.15_118.35,38.15,118.35,1,98.11564122599933,0.0101920548803895,6.448987126219169,14.19877314848442,Q3
38.15_118.45,38.15,118.45,0,98.11564122599933,0.0,11.612545082000684,20.848413937001403,No-well
38.15_118.55,38.15,118.55,0,98.11564122599933,0.0,11.724434599686688,14.198773148485577,No-well
38.15_118.65,38.15,118.65,16,98.11564122599933,0.1630728780862333,3.505177758264041,11.132,Q4
38.15_118.75,38.15,118.75,100,98.11564122599933,1.0192054880389587,2.2096640306246984,8.813837695471943,Q4
38.15_118.85,38.15,118.85,112,98.11564122599933,1.1415101466036337,1.1923720369421449,0.0,Q4
38.15_118.95,38.15,118.95,50,98.11564122599933,0.5096027440194794,4.824685758036346,8.813837695471943,Q4
38.15_119.05,38.15,119.05,0,98.11564122599933,0.0,10.727099024520092,14.19877314848442,No-well
38.15_119.15,38.15,119.15,0,98.11564122599933,0.0,18.56837633103172,20.848413937001403,No-well
38.15_119.25,38.15,119.25,0,98.11564122599933,0.0,26.97286742509647,28.397546296969995,No-well
38.15_119.35,38.15,119.35,0,98.11564122599933,0.0,35.018954311807214,34.566447753554286,No-well
38.15_119.45,38.15,119.45,0,98.11564122599933,0.0,41.52810015240945,41.69682787400281,No-well
38.15_119.55,38.15,119.55,0,98.11564122599933,0.0,48.70071495947187,49.37387030660431,No-well
38.15_119.65,38.15,119.65,0,98.11564122599933,0.0,56.2742122848342,57.37856876218671,No-well
38.15_119.75,38.15,119.75,0,98.11564122599933,0.0,64.16526917918706,65.59107185573869,No-well
38.15_119.85,38.15,119.85,0,98.11564122599933,0.0,72.26993869681036,73.94217153300684,No-well
38.15_119.95,38.15,119.95,0,98.11564122599933,0.0,80.52374668064176,82.3897337335956,No-well
38.25_117.85,38.25,117.85,0,98.11564122599933,0.0,27.38889869406413,34.566447753554286,No-well
38.25_117.95,38.25,117.95,0,98.11564122599933,0.0,20.5804866727215,28.39754629696884,No-well
38.25_118.05,38.25,118.05,0,98.11564122599933,0.0,15.647921431286846,23.945133762878047,No-well
38.25_118.15,38.25,118.15,0,98.11564122599933,0.0,12.25619313377272,22.264,No-well
38.25_118.25,38.25,118.25,0,98.11564122599933,0.0,13.705841658168024,22.264,No-well
38.25_118.35,38.25,118.35,0,98.11564122599933,0.0,16.663817737895766,23.945133762878047,No-well
38.25_118.45,38.25,118.45,0,98.11564122599933,0.0,20.0249445493537,28.397546296969995,No-well
38.25_118.55,38.25,118.55,0,98.11564122599933,0.0,17.643831698572015,23.945133762878733,No-well
38.25_118.65,38.25,118.65,0,98.11564122599933,0.0,13.177844633090126,20.848413936999822,No-well
38.25_118.75,38.25,118.75,0,98.11564122599933,0.0,10.417165372878983,14.19877314848442,No-well
38.25_118.85,38.25,118.85,0,98.11564122599933,0.0,11.73503354409826,11.132,No-well
38.25_118.95,38.25,118.95,0,98.11564122599933,0.0,13.808712042154236,14.19877314848442,No-well
38.25_119.05,38.25,119.05,0,98.11564122599933,0.0,18.98928822741912,20.848413936999822,No-well
38.25_119.15,38.25,119.15,0,98.11564122599933,0.0,24.6126353610052,28.397546296969995,No-well
38.25_119.25,38.25,119.25,0,98.11564122599933,0.0,31.559782782604763,34.566447753554286,No-well
38.25_119.35,38.25,119.35,0,98.11564122599933,0.0,39.20766464649489,41.69682787400123,No-well
38.25_119.45,38.25,119.45,0,98.11564122599933,0.0,47.25335460149975,48.5616368623857,No-well
38.25_119.55,38.25,119.55,0,98.11564122599933,0.0,55.43319737244584,55.2936360628724,No-well
38.25_119.65,38.25,119.65,0,98.11564122599933,0.0,62.30433573835157,62.5452418110042,No-well
38.25_119.75,38.25,119.75,0,98.11564122599933,0.0,69.54668096172284,70.15551173774357,No-well
38.25_119.85,38.25,119.85,0,98.11564122599933,0.0,77.08763262154868,78.01956069484503,No-well
38.25_119.95,38.25,119.95,0,98.11564122599933,0.0,84.87421777808791,86.06785314327749,No-well
38.35_117.85,38.35,117.85,0,98.11564122599933,0.0,34.74787886350057,42.59631944545441,No-well
38.35_117.95,38.35,117.95,0,98.11564122599933,0.0,29.678607540194147,37.76278267935891,No-well
38.35_118.05,38.35,118.05,0,98.11564122599933,0.0,25.35713046428615,34.53949262687746,No-well
38.35_118.15,38.35,118.15,0,98.11564122599933,0.0,23.339421220642333,33.396,No-well
38.35_118.25,38.35,118.25,0,98.11564122599933,0.0,24.38000588069888,33.396,No-well
38.35_118.35,38.35,118.35,0,98.11564122599933,0.0,27.266891301892606,34.53949262687746,No-well
38.35_118.45,38.35,118.45,0,98.11564122599933,0.0,30.248776059997585,37.76278267935977,No-well
38.35_118.55,38.35,118.55,0,98.11564122599933,0.0,26.881453516960253,34.53949262687793,No-well
38.35_118.65,38.35,118.65,0,98.11564122599933,0.0,24.03640726963341,28.39754629696884,No-well
38.35_118.75,38.35,118.75,0,98.11564122599933,0.0,21.40754874756032,23.945133762878047,No-well
38.35_118.85,38.35,118.85,0,98.11564122599933,0.0,22.223682465078387,22.264,No-well
38.35_118.95,38.35,118.95,0,98.11564122599933,0.0,24.44414419855823,23.945133762878047,No-well
38.35_119.05,38.35,119.05,0,98.11564122599933,0.0,27.74332401893531,28.39754629696884,No-well
38.35_119.15,38.35,119.15,0,98.11564122599933,0.0,33.09829478621916,34.566447753554286,No-well
38.35_119.25,38.35,119.25,0,98.11564122599933,0.0,38.702914018171455,41.69682787400123,No-well
38.35_119.35,38.35,119.35,0,98.11564122599933,0.0,45.272582355914686,48.56163686238435,No-well
38.35_119.45,38.35,119.45,0,98.11564122599933,0.0,52.40497927168411,55.2936360628724,No-well
38.35_119.55,38.35,119.55,0,98.11564122599933,0.0,59.98531378513388,62.54524181100263,No-well
38.35_119.65,38.35,119.65,0,98.11564122599933,0.0,67.86428631600555,69.13289550710999,No-well
38.35_119.75,38.35,119.75,0,98.11564122599933,0.0,75.94158623058735,76.08709348624559,No-well
38.35_119.85,38.35,119.85,0,98.11564122599933,0.0,83.11672592627052,83.39365574800404,No-well
38.35_119.95,38.35,119.95,0,98.11564122599933,0.0,90.39377608771755,90.96771577154604,No-well
38.45_117.85,38.45,117.85,0,98.11564122599933,0.0,43.7323821367109,51.78702924767164,No-well
38.45_117.95,38.45,117.95,0,98.11564122599933,0.0,39.20190303552286,47.890267525756094,No-well
38.45_118.05,38.45,118.05,0,98.11564122599933,0.0,35.90199902019289,45.39192129577821,No-well
38.45_118.15,38.45,118.15,0,98.11564122599933,0.0,34.45411069374454,44.528,No-well
38.45_118.25,38.45,118.25,0,98.11564122599933,0.0,35.1675083304603,44.528,No-well
38.45_118.35,38.45,118.35,0,98.11564122599933,0.0,37.57072648817179,45.39192129577821,No-well
38.45_118.45,38.45,118.45,0,98.11564122599933,0.0,40.57499764133182,47.89026752575678,No-well
38.45_118.55,38.45,118.55,0,98.11564122599933,0.0,37.08970673836748,42.59631944545441,No-well
38.45_118.65,38.45,118.65,0,98.11564122599933,0.0,34.28348773688214,37.76278267935891,No-well
38.45_118.75,38.45,118.75,0,98.11564122599933,0.0,32.494488768904084,34.53949262687746,No-well
38.45_118.85,38.45,118.85,0,98.11564122599933,0.0,33.03799402312193,33.396,No-well
38.45_118.95,38.45,118.95,0,98.11564122599933,0.0,35.15552239178893,34.53949262687746,No-well
38.45_119.05,38.45,119.05,0,98.11564122599933,0.0,37.75245630036866,37.76278267935891,No-well
38.45_119.15,38.45,119.15,0,98.11564122599933,0.0,41.8558698968312,42.59631944545441,No-well
38.45_119.25,38.45,119.25,0,98.11564122599933,0.0,47.25416125781971,48.56163686238435,No-well
38.45_119.35,38.45,119.35,0,98.11564122599933,0.0,52.85099134548993,55.29363606287091,No-well
38.45_119.45,38.45,119.45,0,98.11564122599933,0.0,59.16381657080627,62.54524181100263,No-well
38.45_119.55,38.45,119.55,0,98.11564122599933,0.0,66.01918702728312,69.13289550710857,No-well
38.45_119.65,38.45,119.65,0,98.11564122599933,0.0,73.25200709211451,76.08709348624559,No-well
38.45_119.75,38.45,119.75,0,98.11564122599933,0.0,80.79942759789233,83.09355336718171,No-well
38.45_119.85,38.45,119.85,0,98.11564122599933,0.0,88.581069801144,89.8320356833608,No-well
38.45_119.95,38.45,119.95,0,98.11564122599933,0.0,96.54031191128134,96.90416982097716,No-well
