replicate,method,mean_dxch4_ppb,n_days,n_high_grids,n_controls,mean_match_distance_km
343,latitude_stratified_random_hotspot,0.6335615819220534,916,38,160,13.93052953242303
344,latitude_stratified_random_hotspot,0.3774438377720388,920,38,163,13.112267389323671
345,latitude_stratified_random_hotspot,0.7588098133950577,878,38,162,14.726516442496852
346,latitude_stratified_random_hotspot,0.7307544724768562,899,38,163,14.11928140056508
347,latitude_stratified_random_hotspot,-0.2848473078724999,862,38,163,13.535848025829766
348,latitude_stratified_random_hotspot,-5.698165708839403e-05,864,38,161,13.620793731275366
349,latitude_stratified_random_hotspot,0.7959736629053619,848,38,166,14.773666189849909
350,latitude_stratified_random_hotspot,-0.9209783459883196,843,38,164,13.221193314834968
351,latitude_stratified_random_hotspot,-0.2828314869309417,852,38,163,13.09941218606216
352,latitude_stratified_random_hotspot,-0.4717890291093266,867,38,167,15.028240447094923
353,latitude_stratified_random_hotspot,-0.3548423653720247,864,38,163,13.772445560442364
354,latitude_stratified_random_hotspot,0.3998830120481603,883,38,162,12.928852556982696
355,latitude_stratified_random_hotspot,0.1018673812519245,897,38,162,13.905101076625122
356,latitude_stratified_random_hotspot,0.8276039369472995,929,38,164,13.137265895692604
357,latitude_stratified_random_hotspot,0.2332468429321551,874,38,165,14.592894682886508
358,latitude_stratified_random_hotspot,0.7524262364138391,837,38,162,13.042270924439562
359,latitude_stratified_random_hotspot,0.5521005808248215,913,38,164,13.823899288303773
360,latitude_stratified_random_hotspot,1.0480027391069169,896,38,168,14.818805768226529
361,latitude_stratified_random_hotspot,-0.790589498110256,838,38,164,13.12569084618618
362,latitude_stratified_random_hotspot,0.8765501398220451,950,38,171,15.838478675042182
363,latitude_stratified_random_hotspot,0.3236995761853525,875,38,168,12.773418626422687
364,latitude_stratified_random_hotspot,-0.1456029569544073,933,38,168,14.138828055721364
365,latitude_stratified_random_hotspot,-0.424284279494476,917,38,166,13.2774014329445
366,latitude_stratified_random_hotspot,0.8130479495061359,904,38,166,13.611440745988906
367,latitude_stratified_random_hotspot,0.5637496464410419,912,38,168,14.315417852214525
368,latitude_stratified_random_hotspot,-0.4064906411088532,894,38,166,13.291186979789298
369,latitude_stratified_random_hotspot,-0.5649690182048748,929,38,161,12.60250760012298
370,latitude_stratified_random_hotspot,0.4916130995276124,826,38,160,12.513009816874572
371,latitude_stratified_random_hotspot,0.8607482144571001,917,38,162,12.624859962453044
372,latitude_stratified_random_hotspot,0.0497261041029005,899,38,162,12.11625292287131
373,latitude_stratified_random_hotspot,0.6639247661770045,868,38,167,13.796275373461643
374,latitude_stratified_random_hotspot,-0.2023296450292598,856,38,162,13.705829765272002
375,latitude_stratified_random_hotspot,-0.3860220305613979,931,38,169,13.507928670967972
376,latitude_stratified_random_hotspot,0.0986192872932357,878,38,164,12.44820747122839
377,latitude_stratified_random_hotspot,0.5701026034042762,875,38,164,14.760602683943503
378,latitude_stratified_random_hotspot,-0.1683773213936928,841,38,166,13.41497111578368
379,latitude_stratified_random_hotspot,1.7765916102169912,853,38,164,13.601898192661968
380,latitude_stratified_random_hotspot,0.0251089991458208,997,38,166,13.34872980582041
381,latitude_stratified_random_hotspot,0.7731074692333189,878,38,168,13.481054548969285
382,latitude_stratified_random_hotspot,0.3359683845993442,951,38,164,14.731932767963512
383,latitude_stratified_random_hotspot,-0.0686516472508035,856,38,171,14.782545320169325
384,latitude_stratified_random_hotspot,0.5259902164801398,910,38,163,14.67020365754383
385,latitude_stratified_random_hotspot,-0.7679038854491675,858,38,165,13.729268746798468
386,latitude_stratified_random_hotspot,0.6435557156157814,870,38,168,13.377781163345274
387,latitude_stratified_random_hotspot,-0.1871650782710051,938,38,166,13.74320203276164
388,latitude_stratified_random_hotspot,0.0989035240298112,920,38,162,14.08508480617474
389,latitude_stratified_random_hotspot,-0.6162483885276107,889,38,164,14.051838172213955
390,latitude_stratified_random_hotspot,-0.3523102338388577,897,38,163,13.373846562312286
391,latitude_stratified_random_hotspot,0.2535652076417452,885,38,165,14.44417337338149
392,latitude_stratified_random_hotspot,0.8898494122797601,888,38,168,15.44906691941118
393,latitude_stratified_random_hotspot,-0.3941077177300686,922,38,163,12.967657706015626
394,latitude_stratified_random_hotspot,0.0640165599086231,899,38,172,14.010725759810567
395,latitude_stratified_random_hotspot,-0.207959816823175,874,38,165,12.517725181797326
396,latitude_stratified_random_hotspot,0.0559122594967959,943,38,167,13.614659114474872
397,latitude_stratified_random_hotspot,0.1579536461745387,926,38,162,12.780767689150668
398,latitude_stratified_random_hotspot,0.2825476249618238,896,38,167,14.381187731311686
399,latitude_stratified_random_hotspot,1.522679476875206,939,38,164,12.611185588946672
400,latitude_stratified_random_hotspot,0.3974016151831474,934,38,164,15.573420020838656
401,latitude_stratified_random_hotspot,-0.0896378569710573,861,38,162,13.07663044404382
402,latitude_stratified_random_hotspot,0.773719410698323,901,38,169,14.187170478213986
403,latitude_stratified_random_hotspot,-0.3344578923891029,854,38,164,13.755910766894369
404,latitude_stratified_random_hotspot,0.7532730323819843,853,38,163,13.432410683256233
405,latitude_stratified_random_hotspot,0.9005187882519132,921,38,165,16.015024924837242
406,latitude_stratified_random_hotspot,1.6806948677789386,921,38,163,14.124658456161304
407,latitude_stratified_random_hotspot,0.6640050593109781,880,38,164,14.670259928113476
408,latitude_stratified_random_hotspot,0.5452210420580815,847,38,165,15.099623920227296
409,latitude_stratified_random_hotspot,0.3105850031600822,926,38,165,13.713074708344063
410,latitude_stratified_random_hotspot,-0.3681590912189023,872,38,164,14.899752520730418
411,latitude_stratified_random_hotspot,0.2377401413777481,905,38,163,12.623772078942755
412,latitude_stratified_random_hotspot,0.2777913135365875,939,38,159,13.544859927713878
413,latitude_stratified_random_hotspot,0.0704566208927956,940,38,165,13.533389551782417
414,latitude_stratified_random_hotspot,-0.8767886732099762,896,38,160,12.583578378522176
415,latitude_stratified_random_hotspot,0.2616656424776455,951,38,165,13.499719013492152
416,latitude_stratified_random_hotspot,0.9249846652742024,923,38,166,13.574729742948472
417,latitude_stratified_random_hotspot,-0.2536672395524514,881,38,165,14.033332779186637
418,latitude_stratified_random_hotspot,1.0537475845251865,897,38,166,14.0394249743296
419,latitude_stratified_random_hotspot,0.5339688848835606,836,38,169,13.994135923926413
420,latitude_stratified_random_hotspot,0.675675014196598,903,38,162,14.055543471341124
421,latitude_stratified_random_hotspot,-0.2041519612413976,904,38,165,11.79002710921444
422,latitude_stratified_random_hotspot,1.6088719310734778,853,38,166,15.872389822706465
423,latitude_stratified_random_hotspot,0.3861684211861629,945,38,164,13.301964518282924
424,latitude_stratified_random_hotspot,0.7055228262411164,926,38,163,13.698376193010107
425,latitude_stratified_random_hotspot,-0.5344389671089773,867,38,167,13.667861276571555
426,latitude_stratified_random_hotspot,1.9147982410352744,875,38,165,13.222421428878564
427,latitude_stratified_random_hotspot,0.8996714599065309,938,38,163,13.399044360186211
428,latitude_stratified_random_hotspot,0.14443453818703,944,38,163,13.005243588648616
429,latitude_stratified_random_hotspot,1.2258156235942848,932,38,162,13.821981457282662
430,latitude_stratified_random_hotspot,0.8664347799519906,855,38,159,13.537223682608737
431,latitude_stratified_random_hotspot,0.4903445090068932,911,38,166,14.05484288345347
432,latitude_stratified_random_hotspot,0.1133741153294624,854,38,168,15.47678148402788
433,latitude_stratified_random_hotspot,0.6263186924367918,877,38,171,14.799033348000552
434,latitude_stratified_random_hotspot,-0.0800115136287013,965,38,166,13.173475375969936
435,latitude_stratified_random_hotspot,0.8909458251169659,947,38,169,13.990335291631498
436,latitude_stratified_random_hotspot,0.5434982227499797,954,38,165,13.411223705775251
437,latitude_stratified_random_hotspot,0.1757035027718463,875,38,168,13.532332494043628
438,latitude_stratified_random_hotspot,0.0778870467895428,878,38,166,12.599975552631246
439,latitude_stratified_random_hotspot,0.595367791365177,946,38,160,13.509193311901576
440,latitude_stratified_random_hotspot,-0.2478375295729294,946,38,165,13.91632439756941
441,latitude_stratified_random_hotspot,-0.037781086979515,908,38,162,13.57172125929468
442,latitude_stratified_random_hotspot,1.3810189060251503,887,38,162,13.491624158768754
443,latitude_stratified_random_hotspot,-0.4151006591021249,890,38,160,12.774325840083364
444,latitude_stratified_random_hotspot,0.7144832281081519,942,38,164,12.8381956630077
445,latitude_stratified_random_hotspot,0.0786678167352284,913,38,167,12.816774794976498
446,latitude_stratified_random_hotspot,-0.1528652873159354,945,38,167,13.443989157895455
447,latitude_stratified_random_hotspot,0.0976885417616338,899,38,161,13.49319103621435
448,latitude_stratified_random_hotspot,0.3088990383680566,894,38,173,14.953488609325506
449,latitude_stratified_random_hotspot,-0.4207657741883973,865,38,165,12.91103121318944
450,latitude_stratified_random_hotspot,0.3818453734839533,920,38,166,14.11590648055174
451,latitude_stratified_random_hotspot,1.1383647001209136,932,38,167,12.724953433863757
452,latitude_stratified_random_hotspot,0.0882454658557278,901,38,163,13.959207639904928
453,latitude_stratified_random_hotspot,0.2444527985937632,945,38,166,13.309810243826806
454,latitude_stratified_random_hotspot,-0.8737373842573888,868,38,161,12.952134067268942
455,latitude_stratified_random_hotspot,0.0188673046022436,908,38,167,15.530530020008326
456,latitude_stratified_random_hotspot,0.0291609133541656,842,38,165,13.244319046065447
457,latitude_stratified_random_hotspot,-0.4369181981922823,877,38,161,14.71236129492558
458,latitude_stratified_random_hotspot,0.3147204397546239,865,38,162,14.31023404506184
459,latitude_stratified_random_hotspot,-0.7065844326138808,890,38,160,12.96710375862102
460,latitude_stratified_random_hotspot,0.119662926202857,875,38,166,14.221020018629805
461,latitude_stratified_random_hotspot,-0.1541851769257467,915,38,164,13.673016855762466
462,latitude_stratified_random_hotspot,0.0434106483492006,930,38,166,13.877707778213662
463,latitude_stratified_random_hotspot,-0.4525995573873518,913,38,159,14.287132660568757
464,latitude_stratified_random_hotspot,0.6001275474033049,825,38,162,14.994266271334768
465,latitude_stratified_random_hotspot,-0.136229383184941,866,38,163,14.013518034302349
466,latitude_stratified_random_hotspot,0.8106295396642673,945,38,171,15.288779969861489
467,latitude_stratified_random_hotspot,1.2478677243251644,843,38,168,14.970661436593144
468,latitude_stratified_random_hotspot,-0.19562197228293,901,38,163,13.17323558393921
469,latitude_stratified_random_hotspot,1.1263069808035309,912,38,163,13.137738930627078
470,latitude_stratified_random_hotspot,0.3955950951696141,883,38,160,12.978645481941973
471,latitude_stratified_random_hotspot,1.0770269125669831,956,38,161,13.355439751674016
472,latitude_stratified_random_hotspot,-1.2081958543744882,905,38,162,12.74045282797064
473,latitude_stratified_random_hotspot,0.1718507579579495,927,38,163,17.536655891451385
474,latitude_stratified_random_hotspot,0.932541798728634,915,38,170,14.215064011820504
475,latitude_stratified_random_hotspot,0.2577340498950792,940,38,163,13.393291954652538
476,latitude_stratified_random_hotspot,0.7317266546633188,895,38,162,14.056204250202878
477,latitude_stratified_random_hotspot,0.2336700973662933,875,38,163,12.394135839380006
478,latitude_stratified_random_hotspot,0.2937333209142897,919,38,161,15.473861310745232
479,latitude_stratified_random_hotspot,-0.4701242004514985,890,38,166,13.123068195079076
480,latitude_stratified_random_hotspot,1.1817237035496608,904,38,169,14.173633221234292
481,latitude_stratified_random_hotspot,0.9688883666249136,965,38,168,14.695794718461704
482,latitude_stratified_random_hotspot,-0.1218096543950594,889,38,163,14.522846902565782
483,latitude_stratified_random_hotspot,0.7833406650111702,901,38,163,12.907296299372115
484,latitude_stratified_random_hotspot,-0.0459035183810258,977,38,168,13.84387828400767
485,latitude_stratified_random_hotspot,-1.4467839821364818,898,38,166,13.54883148268792
486,latitude_stratified_random_hotspot,0.3983995313036361,909,38,169,13.349866453330216
487,latitude_stratified_random_hotspot,0.34519121854703,915,38,165,13.506495165251517
488,latitude_stratified_random_hotspot,-0.2990692064493748,896,38,164,13.870166905481566
489,latitude_stratified_random_hotspot,0.0034258606994122,893,38,162,14.324235987914964
490,latitude_stratified_random_hotspot,-0.1080383942397232,898,38,163,12.712436811528011
491,latitude_stratified_random_hotspot,0.2171072891433818,918,38,169,14.813726541335749
492,latitude_stratified_random_hotspot,0.5608640044142342,871,38,162,13.885618067291496
493,latitude_stratified_random_hotspot,0.8532600927053761,945,38,167,13.940730101712951
494,latitude_stratified_random_hotspot,1.507368362884568,881,38,164,17.16027175472824
495,latitude_stratified_random_hotspot,1.9256015114845584,891,38,165,14.25786561569862
496,latitude_stratified_random_hotspot,1.034627732731222,927,38,168,14.50483538720015
497,latitude_stratified_random_hotspot,-0.0698563806598412,929,38,157,12.469044710469042
498,latitude_stratified_random_hotspot,0.3312393965737991,892,38,166,13.84127228247397
499,latitude_stratified_random_hotspot,-0.5675992159529125,893,38,165,13.357226334755124
500,latitude_stratified_random_hotspot,0.4966809825706438,856,38,165,14.800353976577735
501,latitude_stratified_random_hotspot,1.2949368066333546,930,38,166,14.323171462776418
502,latitude_stratified_random_hotspot,0.2251811752280151,870,38,165,13.828167718507691
503,latitude_stratified_random_hotspot,0.0195531435121254,860,38,162,13.279891023563378
504,latitude_stratified_random_hotspot,0.2999155533173468,855,38,163,12.880012947170265
505,latitude_stratified_random_hotspot,-0.3107414038096553,862,38,164,12.559081625640822
506,latitude_stratified_random_hotspot,-0.1301542091570391,940,38,165,13.35838861689852
507,latitude_stratified_random_hotspot,0.4634365194960784,871,38,159,13.18303009743421
508,latitude_stratified_random_hotspot,0.1303047961443979,897,38,168,15.299431188735726
509,latitude_stratified_random_hotspot,-0.6315172096372026,905,38,165,12.140720144932132
510,latitude_stratified_random_hotspot,0.1787268253898149,906,38,163,13.263267171774302
511,latitude_stratified_random_hotspot,0.826686098489604,918,38,169,15.711427516922685
512,latitude_stratified_random_hotspot,0.3940962783965313,910,38,164,13.44701145384492
513,latitude_stratified_random_hotspot,1.1044438296467014,898,38,165,12.700107652567
514,latitude_stratified_random_hotspot,0.0708820327119127,896,38,166,13.942490657254286
515,latitude_stratified_random_hotspot,0.2237479656148803,819,38,165,14.500789929868017
516,latitude_stratified_random_hotspot,0.0944923494400312,862,38,172,15.24288148540079
517,latitude_stratified_random_hotspot,-0.1214033795966627,915,38,166,14.54817221026688
518,latitude_stratified_random_hotspot,0.2682517388801497,927,38,163,12.71752972140859
519,latitude_stratified_random_hotspot,0.7424978695213216,910,38,169,14.877502977686948
520,latitude_stratified_random_hotspot,-0.1198682085073321,868,38,162,12.974411476139752
521,latitude_stratified_random_hotspot,0.3676093893453543,923,38,166,13.857314406732064
522,latitude_stratified_random_hotspot,1.127022851615264,873,38,165,14.097212865747132
523,latitude_stratified_random_hotspot,0.2730603843917419,898,38,166,13.252001519756655
524,latitude_stratified_random_hotspot,0.0024390281505753,894,38,164,14.704434337854105
525,latitude_stratified_random_hotspot,0.8576176513998416,902,38,165,13.5418676744248
526,latitude_stratified_random_hotspot,0.302721601553309,907,38,165,12.68217887636865
527,latitude_stratified_random_hotspot,-0.5815770921001854,878,38,164,13.498255131197526
528,latitude_stratified_random_hotspot,-0.2972575727459133,919,38,163,13.259571289074383
529,latitude_stratified_random_hotspot,0.7737497552606515,874,38,164,14.805150845784418
530,latitude_stratified_random_hotspot,0.7535713127421091,945,38,163,13.429691730936009
531,latitude_stratified_random_hotspot,-0.302996349117699,897,38,165,13.026692401457655
532,latitude_stratified_random_hotspot,0.6681976110803489,859,38,162,13.016788614577512
533,latitude_stratified_random_hotspot,0.8257556575049825,911,38,167,13.902372631169833
534,latitude_stratified_random_hotspot,0.6264090747624066,890,38,164,14.0376234560762
535,latitude_stratified_random_hotspot,0.3673100522291013,938,38,168,14.233041527668147
536,latitude_stratified_random_hotspot,-0.0953990444452107,917,38,169,14.768888490877378
537,latitude_stratified_random_hotspot,0.2485972956683809,885,38,164,13.449087141566778
538,latitude_stratified_random_hotspot,0.1902959052219434,936,38,163,14.045730122838266
539,latitude_stratified_random_hotspot,-0.6493975726848727,886,38,165,13.696474849562648
540,latitude_stratified_random_hotspot,0.8275962467279134,890,38,168,13.960859786949932
541,latitude_stratified_random_hotspot,-0.3481529766398918,911,38,162,14.276074283401629
542,latitude_stratified_random_hotspot,0.827224458746151,932,38,167,15.8368101262573
543,latitude_stratified_random_hotspot,0.3506746763377083,902,38,165,14.907368411570022
544,latitude_stratified_random_hotspot,0.044415088509362,950,38,163,14.381685288750989
545,latitude_stratified_random_hotspot,-0.5436184504957546,878,38,163,13.967854747281764
546,latitude_stratified_random_hotspot,0.5136832320858942,903,38,166,14.327546137754664
547,latitude_stratified_random_hotspot,0.9218647589390075,919,38,163,13.854948544932917
548,latitude_stratified_random_hotspot,0.4876904722046651,966,38,168,14.21757090945277
549,latitude_stratified_random_hotspot,1.0603172568186063,879,38,164,14.228705219688406
550,latitude_stratified_random_hotspot,0.7447215470798147,855,38,165,13.599153411648944
551,latitude_stratified_random_hotspot,0.5657847410164705,881,38,166,12.9613966172663
552,latitude_stratified_random_hotspot,-0.3043935639834603,926,38,162,13.155634037879487
553,latitude_stratified_random_hotspot,0.6991017363014783,872,38,164,15.93425091848984
554,latitude_stratified_random_hotspot,-0.0364469122934658,885,38,165,13.33882034095334
555,latitude_stratified_random_hotspot,-0.1017636490793187,897,38,160,13.419851445744316
556,latitude_stratified_random_hotspot,0.110539893424491,888,38,165,13.551681348162012
557,latitude_stratified_random_hotspot,0.3549905795254482,953,38,164,12.9104383052923
558,latitude_stratified_random_hotspot,1.4275105597515836,860,38,164,13.066451358697812
559,latitude_stratified_random_hotspot,-1.0342816262679089,906,38,169,15.03613101626098
560,latitude_stratified_random_hotspot,-0.8071662352830246,958,38,164,14.111457202400844
561,latitude_stratified_random_hotspot,-0.119113648770946,765,38,167,13.054043171736591
562,latitude_stratified_random_hotspot,0.9215972521410292,882,38,167,14.788252561069877
563,latitude_stratified_random_hotspot,0.1052283127072272,879,38,169,13.387858547987271
564,latitude_stratified_random_hotspot,0.7163899105112198,930,38,162,13.891404543762013
565,latitude_stratified_random_hotspot,0.5662660522415746,911,38,161,13.475419041402324
566,latitude_stratified_random_hotspot,-0.4890050275496382,917,38,167,13.225864006447203
567,latitude_stratified_random_hotspot,0.5392656307593495,904,38,165,13.579041739482864
568,latitude_stratified_random_hotspot,0.0323878773200723,885,38,163,13.764731985365852
569,latitude_stratified_random_hotspot,0.0048570613751162,919,38,165,14.001278029463778
570,latitude_stratified_random_hotspot,0.8921982965582443,958,38,169,14.243716759851583
571,latitude_stratified_random_hotspot,0.3172897638431725,889,38,164,14.48072789651068
572,latitude_stratified_random_hotspot,0.7089192454448583,912,38,163,13.089763999065347
573,latitude_stratified_random_hotspot,1.1768916574712764,921,38,167,13.670733151267964
574,latitude_stratified_random_hotspot,-1.2745650643061557,901,38,164,13.902704679492876
575,latitude_stratified_random_hotspot,-0.5932601100816999,923,38,165,12.91627029943732
576,latitude_stratified_random_hotspot,0.462752076255614,828,38,170,14.4840988952769
577,latitude_stratified_random_hotspot,0.7010838538109591,936,38,162,12.58512056012104
578,latitude_stratified_random_hotspot,0.9213642900596308,889,38,165,13.829372676561244
579,latitude_stratified_random_hotspot,-1.20618111991766,906,38,164,15.18153079809436
580,latitude_stratified_random_hotspot,0.6236717863721339,824,38,165,14.07011582386407
581,latitude_stratified_random_hotspot,-0.4390298454894871,922,38,163,13.246601416082044
582,latitude_stratified_random_hotspot,0.0152861044558126,881,38,164,14.152693921441497
583,latitude_stratified_random_hotspot,0.612911715726989,922,38,164,13.254100973350752
584,latitude_stratified_random_hotspot,1.641427432888053,940,38,167,15.093771848704463
585,latitude_stratified_random_hotspot,0.6275894116436043,889,38,165,15.066578391108438
586,latitude_stratified_random_hotspot,0.8804800296338707,927,38,165,14.253326935049024
587,latitude_stratified_random_hotspot,0.0517271781769256,936,38,165,13.840204102714493
588,latitude_stratified_random_hotspot,0.2088730831052456,851,38,170,15.654484011178884
589,latitude_stratified_random_hotspot,0.2399367668742602,847,38,161,13.006040599238528
590,latitude_stratified_random_hotspot,0.6233407173687595,904,38,167,14.5105056224055
591,latitude_stratified_random_hotspot,2.3173089309182915,880,38,167,14.914210002493496
592,latitude_stratified_random_hotspot,0.3630859952485059,927,38,165,13.22547531444746
593,latitude_stratified_random_hotspot,0.4826289959864231,940,38,161,12.419495672875758
594,latitude_stratified_random_hotspot,1.7255922920452185,888,38,170,14.920920966876649
595,latitude_stratified_random_hotspot,0.1479733001565448,864,38,161,13.564366977608902
596,latitude_stratified_random_hotspot,0.15197551675738,936,38,160,14.063263769646236
597,latitude_stratified_random_hotspot,-0.0038155449497748,883,38,164,15.648347510992814
598,latitude_stratified_random_hotspot,0.2236513932484967,830,38,165,15.063386771193535
599,latitude_stratified_random_hotspot,-0.4620318981934198,850,38,167,12.974633328226425
600,latitude_stratified_random_hotspot,1.357228521149442,887,38,163,13.882851581088596
601,latitude_stratified_random_hotspot,0.6337092369838573,907,38,167,15.135855688030324
602,latitude_stratified_random_hotspot,1.1746445805926502,869,38,163,13.726117436089186
603,latitude_stratified_random_hotspot,0.1219566923696486,874,38,167,13.01539643265942
604,latitude_stratified_random_hotspot,0.9543153583074924,903,38,171,12.476672297258968
605,latitude_stratified_random_hotspot,1.2134732160757362,918,38,162,12.807560116612184
606,latitude_stratified_random_hotspot,-0.5534110820206295,887,38,167,14.529799754242276
607,latitude_stratified_random_hotspot,-0.3776987593461682,931,38,162,12.446965988950344
608,latitude_stratified_random_hotspot,0.1056724365170017,957,38,169,14.20461427760577
609,latitude_stratified_random_hotspot,-0.0038319005923674,878,38,160,13.70271123504644
610,latitude_stratified_random_hotspot,0.9819802139028032,904,38,163,13.306215947543006
611,latitude_stratified_random_hotspot,0.4576093142227029,938,38,166,13.786630387945802
612,latitude_stratified_random_hotspot,0.0797960923850105,863,38,164,13.89243471034902
613,latitude_stratified_random_hotspot,-0.2608980096085398,876,38,166,13.43765116300712
614,latitude_stratified_random_hotspot,0.3453346750549603,930,38,164,13.98528965244275
615,latitude_stratified_random_hotspot,0.4469080674949583,921,38,166,13.07832499980386
616,latitude_stratified_random_hotspot,1.2546194339185954,916,38,169,14.209099048022448
617,latitude_stratified_random_hotspot,0.6456493120533622,897,38,168,14.042529078393438
618,latitude_stratified_random_hotspot,0.5477313332702137,947,38,169,13.736923252858755
619,latitude_stratified_random_hotspot,0.0948381573862639,912,38,168,14.734795017658238
620,latitude_stratified_random_hotspot,0.7367979585968499,858,38,164,14.553037135765544
621,latitude_stratified_random_hotspot,0.3477852057139552,906,38,165,12.854728035690634
622,latitude_stratified_random_hotspot,0.067448312424815,870,38,164,14.05648255469892
623,latitude_stratified_random_hotspot,0.5246819191811317,864,38,168,13.641228809076903
624,latitude_stratified_random_hotspot,0.8302562487668812,929,38,167,12.622825350489054
625,latitude_stratified_random_hotspot,0.9964013555367308,918,38,165,13.142761576917213
626,latitude_stratified_random_hotspot,0.1640275206833162,922,38,165,13.071435648414504
627,latitude_stratified_random_hotspot,0.8207082746811334,871,38,163,13.05404419231838
628,latitude_stratified_random_hotspot,-0.2413797870587676,908,38,164,12.176889572893325
629,latitude_stratified_random_hotspot,1.6269799050419858,875,38,165,14.74498312419052
630,latitude_stratified_random_hotspot,1.2749356166854509,934,38,169,13.5841338697121
631,latitude_stratified_random_hotspot,-0.2556155726358295,920,38,164,13.348507872152112
632,latitude_stratified_random_hotspot,-0.3561064844979651,821,38,161,13.708020012606845
633,latitude_stratified_random_hotspot,1.2108184486304423,875,38,165,12.836004414958014
634,latitude_stratified_random_hotspot,0.4644213238818007,892,38,162,13.368279281229514
635,latitude_stratified_random_hotspot,0.1665694927946065,942,38,166,12.282875710270996
636,latitude_stratified_random_hotspot,-0.2184393066455626,888,38,164,14.412076395162472
637,latitude_stratified_random_hotspot,0.4292648586874322,840,38,169,13.376331166977302
638,latitude_stratified_random_hotspot,-0.1815269505793674,950,38,162,13.566568539247664
639,latitude_stratified_random_hotspot,-0.1557553958573359,871,38,163,12.752871538774103
640,latitude_stratified_random_hotspot,0.7458038219425931,900,38,165,12.93214814927393
641,latitude_stratified_random_hotspot,1.1792248378587422,935,38,170,14.461044540561492
642,latitude_stratified_random_hotspot,-0.7076241379995095,852,38,161,13.161531740974285
643,latitude_stratified_random_hotspot,0.4567115733067881,862,38,165,14.917219418733117
644,latitude_stratified_random_hotspot,-0.4120978972682849,844,38,159,12.522874806671004
645,latitude_stratified_random_hotspot,0.2985654575712836,909,38,172,13.254508699715805
646,latitude_stratified_random_hotspot,0.5034823215331943,883,38,165,13.564562657454267
647,latitude_stratified_random_hotspot,-0.8606938854757736,863,38,163,14.128441487255168
648,latitude_stratified_random_hotspot,0.2788674941048928,939,38,164,14.009500482682352
649,latitude_stratified_random_hotspot,0.1229977316042989,902,38,166,13.37794611536411
650,latitude_stratified_random_hotspot,-0.0549285523964258,946,38,166,12.53716818224452
651,latitude_stratified_random_hotspot,-0.0627764554021893,878,38,164,13.018319955389156
652,latitude_stratified_random_hotspot,0.3896829375228414,925,38,168,13.111071850792312
653,latitude_stratified_random_hotspot,0.2379767147448044,944,38,162,12.619637087562053
654,latitude_stratified_random_hotspot,0.7509196680637992,942,38,163,13.264961582196992
655,latitude_stratified_random_hotspot,1.3549611519053082,949,38,165,13.89086585007258
656,latitude_stratified_random_hotspot,0.3267050309035478,954,38,169,15.382170902780524
657,latitude_stratified_random_hotspot,0.1416507181031705,969,38,168,14.088163300765336
658,latitude_stratified_random_hotspot,0.9070586057917964,924,38,164,14.017150186490388
659,latitude_stratified_random_hotspot,0.6779631016566343,878,38,167,14.268139955187214
660,latitude_stratified_random_hotspot,0.5976208817788572,909,38,165,13.574483507884915
661,latitude_stratified_random_hotspot,-0.4223276273292804,859,38,173,14.917524746653749
662,latitude_stratified_random_hotspot,0.9134357487879208,867,38,163,14.74145185649394
663,latitude_stratified_random_hotspot,-0.1326944304836603,848,38,163,14.095313904190563
664,latitude_stratified_random_hotspot,-0.6894511986218028,878,38,164,13.72731573070523
665,latitude_stratified_random_hotspot,-0.6445220874508333,853,38,167,13.223635437035778
666,latitude_stratified_random_hotspot,1.0083084459862033,917,38,165,14.778570786371052
667,latitude_stratified_random_hotspot,0.5650692431287714,883,38,169,13.720675189639792
668,latitude_stratified_random_hotspot,0.2635844867736593,925,38,162,13.327353415447693
669,latitude_stratified_random_hotspot,0.5667017097521801,878,38,164,12.856848001121
670,latitude_stratified_random_hotspot,0.4855869200511791,938,38,165,13.13906691916148
671,latitude_stratified_random_hotspot,0.5556445976193666,855,38,168,13.97209798772819
672,latitude_stratified_random_hotspot,-0.4394080775155884,885,38,165,14.721445554460516
673,latitude_stratified_random_hotspot,-0.237792481455799,896,38,173,13.629939120161508
674,latitude_stratified_random_hotspot,1.0708831792415765,920,38,163,15.506188039746863
675,latitude_stratified_random_hotspot,-0.1346069574731301,885,38,162,12.243099125548474
676,latitude_stratified_random_hotspot,0.3355557562805641,861,38,165,13.031733585746712
677,latitude_stratified_random_hotspot,0.0403185447323407,891,38,164,12.298794927855075
678,latitude_stratified_random_hotspot,0.4174597397936467,955,38,167,15.085955621734714
679,latitude_stratified_random_hotspot,-0.1964890420297232,863,38,170,15.994587041128067
680,latitude_stratified_random_hotspot,-0.6207434359254678,849,38,165,13.292007373069048
681,latitude_stratified_random_hotspot,0.2910233457083262,938,38,163,13.967536123342912
682,latitude_stratified_random_hotspot,1.4418509766934071,855,38,166,14.449534199552186
683,latitude_stratified_random_hotspot,-0.3582323984695316,945,38,165,13.879951746073433
684,latitude_stratified_random_hotspot,-0.2218129637388816,928,38,163,13.544999863003994
685,latitude_stratified_random_hotspot,0.6244372106033209,918,38,161,13.537400075991838
686,latitude_stratified_random_hotspot,-0.1104022616355506,876,38,159,12.611752714622412
687,latitude_stratified_random_hotspot,0.4495293383415805,917,38,167,14.28982424825738
688,latitude_stratified_random_hotspot,-0.159194165338031,894,38,170,14.67707754446788
689,latitude_stratified_random_hotspot,2.0314202517831363,874,38,165,15.022340554299683
