mean_delta_xch4,CI_low,CI_high,n_days,n_high_grids,mean_match_distance_km,definition,test,status,reason
1.297628200709671,0.3994777146659345,2.605755893137212,735.0,38.0,18.812605399162152,Pumpjack,coast exclude <0 km,available,
0.5836170578343491,-0.0640194803054623,1.6573942719758896,727.0,35.0,19.63385119258757,Pumpjack,coast exclude <5 km,available,
-0.8397672206403572,-1.3977336480105893,-0.1168703673072596,724.0,32.0,20.696538746262632,Pumpjack,coast exclude <10 km,available,
-1.0206186817380036,-1.2285183260005437,-0.0120167958722564,697.0,23.0,21.03010504990252,Pumpjack,coast exclude <20 km,available,
