domain,index,high_percentile,control,adjustment,n_high_grids,n_control_grids,mean_match_distance_km,n_days,mean_ppb,median_ppb,sd_days_ppb,ci_day_low,ci_day_high,ci_month_low,ci_month_high,p_ttest
core,index_ch4,80,nearest_3,daily_quadratic_detrend,75.0,81.0,15.827766873355422,753,0.4306231060717131,0.3813726435531897,4.897861123115177,0.0823497664344159,0.7780098878587753,0.0955300077249683,0.8223126979891431,0.0160767807277253
core,index_ch4,85,nearest_3,daily_quadratic_detrend,56.0,75.0,15.81533583850016,743,0.7880517973387662,0.453591576639025,6.277274071607964,0.3378883007163777,1.233699156413609,0.3023206478600544,1.2964093182585623,0.0006557264767114
core,index_ch4,90,nearest_3,daily_quadratic_detrend,38.0,53.0,16.33698636267827,613,2.0972717267061904,1.3638999432739638,8.586219514320138,1.4629137570975352,2.771414626786897,1.1108018460578828,2.8674900817969493,2.55912272746213e-09
core,index_ch4,95,nearest_3,daily_quadratic_detrend,19.0,34.0,16.37519452149797,355,0.1222683969409018,0.2478450852160945,8.292942387300569,-0.725890596353287,0.9677077757760508,-1.0353246950990584,0.681563513798571,0.7813341929138689
